master_ccl_id	ccl_name	ccl_availability	ccle_primary_site	ccle_primary_hist	ccle_hist_subtype_1
976	RH41	ccle;public	soft_tissue	rhabdomyosarcoma	alveolar
977	RI1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma
978	RKN	ccle;public	soft_tissue	leiomyosarcoma	
979	RKO	ccle;public	large_intestine	carcinoma	adenocarcinoma
980	RL	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma
981	RL952	ccle;public	endometrium	carcinoma	mixed_adenosquamous_carcinoma
983	RMGI	ccle;public	ovary	carcinoma	clear_cell_carcinoma
985	RMUGS	ccle;public	ovary	carcinoma	adenocarcinoma
990	RPMI6666	public			
991	RPMI7951	ccle;public	skin	malignant_melanoma	
992	RPMI8226	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
994	RPMI8402	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
995	RS411	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
996	RS5	ccle	pleura	mesothelioma	
997	RT112	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
998	RT11284	ccle	urinary_tract	carcinoma	
999	RT4	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
1000	RVH421	ccle;public	skin	malignant_melanoma	
1002	S117	ccle;public	soft_tissue	sarcoma	
1003	SALE	ccle	lung		immortalized_epithelial
1004	SAOS2	ccle;public	bone	osteosarcoma	
1005	SBC5	ccle;public	lung	carcinoma	small_cell_carcinoma
1006	SCABER	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
1007	SCC15	ccle	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1008	SCC25	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1009	SCC4	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1010	SCC9	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1011	SCLC21H	ccle;public	lung	carcinoma	small_cell_carcinoma
1013	SEM	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
1014	SET2	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	essential_thrombocythaemia
1015	SF126	ccle;public	central_nervous_system	glioma	astrocytoma
1016	SF172	ccle	central_nervous_system	glioma	astrocytoma_Grade_IV
1017	SF268	public			
1018	SF295	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
1019	SF539	public			
1021	SF767	ccle	central_nervous_system	glioma	astrocytoma_Grade_III
1024	SH10TC	ccle;public	stomach	carcinoma	
1025	SH4	ccle;public	skin	malignant_melanoma	
1026	SHP77	ccle;public	lung	carcinoma	small_cell_carcinoma
1027	SHSY5Y	ccle	autonomic_ganglia	neuroblastoma	
1028	SIGM5	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
1030	SIMA	ccle;public	autonomic_ganglia	neuroblastoma	
1031	SJRH30	ccle	soft_tissue	rhabdomyosarcoma	
1032	SJSA1	ccle;public	bone	osteosarcoma	
1033	SKBR3	ccle;public	breast	carcinoma	
1034	SKCO1	ccle;public	large_intestine	carcinoma	adenocarcinoma
1035	SKES1	ccle;public	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
1036	SKHEP1	ccle;public	liver	carcinoma	adenocarcinoma
1037	SKLMS1	ccle;public	soft_tissue	sarcoma	
1038	SKLU1	ccle;public	lung	carcinoma	adenocarcinoma
1039	SKM1	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
1040	SKMEL1	ccle;public	skin	malignant_melanoma	
1041	SKMEL2	ccle;public	skin	malignant_melanoma	
1042	SKMEL24	ccle;public	skin	malignant_melanoma	
1043	SKMEL28	ccle;public	skin	malignant_melanoma	
1044	SKMEL3	ccle;public	skin	malignant_melanoma	
1045	SKMEL30	ccle;public	skin	malignant_melanoma	
1046	SKMEL31	ccle;public	skin	malignant_melanoma	
1047	SKMEL5	ccle;public	skin	malignant_melanoma	
1048	SKMES1	ccle;public	lung	carcinoma	squamous_cell_carcinoma
1050	SKMM2	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
1051	SKNAS	ccle;public	autonomic_ganglia	neuroblastoma	
1052	SKNBE2	ccle;public	autonomic_ganglia	neuroblastoma	
1053	SKNDZ	ccle;public	autonomic_ganglia	neuroblastoma	
1055	SKNFI	ccle;public	autonomic_ganglia	neuroblastoma	
1056	SKNMC	ccle;public	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
1058	SKNSH	ccle;public	autonomic_ganglia	neuroblastoma	
1059	SKOV3	ccle;public	ovary	carcinoma	adenocarcinoma
1060	SKRC20	ccle	kidney	carcinoma	renal_cell_carcinoma
1061	SKRC31	ccle	kidney	carcinoma	renal_cell_carcinoma
1063	SKUT1	ccle;public	soft_tissue	leiomyosarcoma	
1064	SLR20	ccle	kidney	carcinoma	renal_cell_carcinoma
1065	SLR21	ccle	kidney	carcinoma	renal_cell_carcinoma
1066	SLR23	ccle	kidney	carcinoma	renal_cell_carcinoma
1067	SLR24	ccle	kidney	carcinoma	renal_cell_carcinoma
1068	SLR25	ccle	kidney	carcinoma	renal_cell_carcinoma
1069	SLR26	ccle	kidney	carcinoma	renal_cell_carcinoma
1072	SNB19	ccle	central_nervous_system	glioma	astrocytoma_Grade_IV
1073	SNB75	public			
1074	SNGM	ccle;public	endometrium	carcinoma	adenocarcinoma
1075	SNU1	ccle;public	stomach	carcinoma	undifferentiated_adenocarcinoma
1076	SNU1033	ccle;public	large_intestine	carcinoma	
1077	SNU1040	ccle;public	large_intestine	carcinoma	
1078	SNU1041	ccle;public	upper_aerodigestive_tract	carcinoma	
1079	SNU1066	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1080	SNU1076	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1081	SNU1077	ccle;public	endometrium	carcinoma	carcinosarcoma; malignant_mesodermal_mixed_tumor
1082	SNU1079	ccle;public	biliary_tract	carcinoma	
1083	SNU1105	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
1084	SNU119	ccle;public	ovary	carcinoma	adenocarcinoma
1085	SNU1196	ccle;public	biliary_tract	carcinoma	
1086	SNU1197	ccle	large_intestine	carcinoma	
1087	SNU1214	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1088	SNU1272	ccle;public	kidney	carcinoma	clear_cell_renal_cell_carcinoma
1089	SNU16	ccle;public	stomach	carcinoma	undifferentiated_adenocarcinoma
1090	SNU175	ccle;public	large_intestine	carcinoma	
1091	SNU182	ccle;public	liver	carcinoma	hepatocellular_carcinoma
1092	SNU201	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
1093	SNU213	ccle;public	pancreas	carcinoma	
1094	SNU216	ccle;public	stomach	carcinoma	
1095	SNU245	ccle;public	biliary_tract	carcinoma	
1096	SNU283	ccle;public	large_intestine	carcinoma	
1097	SNU308	ccle;public	biliary_tract	carcinoma	
1098	SNU324	ccle	pancreas	carcinoma	
1099	SNU349	ccle	kidney	carcinoma	clear_cell_renal_cell_carcinoma
1100	SNU387	ccle;public	liver	carcinoma	hepatocellular_carcinoma
1101	SNU398	ccle;public	liver	carcinoma	hepatocellular_carcinoma
1102	SNU407	ccle;public	large_intestine	carcinoma	
1103	SNU410	ccle;public	pancreas	carcinoma	
1104	SNU423	ccle;public	liver	carcinoma	hepatocellular_carcinoma
1105	SNU449	ccle;public	liver	carcinoma	hepatocellular_carcinoma
1106	SNU46	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1107	SNU466	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
1108	SNU475	ccle;public	liver	carcinoma	hepatocellular_carcinoma
1109	SNU478	ccle;public	biliary_tract	carcinoma	
1110	SNU489	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
1111	SNU5	ccle;public	stomach	carcinoma	undifferentiated_adenocarcinoma
1112	SNU503	ccle;public	large_intestine	carcinoma	
1113	SNU520	ccle	stomach	carcinoma	
1114	SNU601	ccle;public	stomach	carcinoma	
1115	SNU61	ccle;public	large_intestine	carcinoma	
1116	SNU620	ccle;public	stomach	carcinoma	
1117	SNU626	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
1118	SNU668	ccle;public	stomach	carcinoma	signet_ring_adenocarcinoma
1119	SNU685	ccle;public	endometrium	carcinoma	carcinosarcoma; malignant_mesodermal_mixed_tumor
1120	SNU719	ccle;public	stomach	carcinoma	
1121	SNU738	ccle;public	central_nervous_system	glioma	oligodendroglioma
1122	SNU761	ccle;public	liver	carcinoma	hepatocellular_carcinoma
1123	SNU8	ccle;public	ovary	carcinoma	adenocarcinoma
1124	SNU81	ccle;public	large_intestine	carcinoma	
1125	SNU840	ccle;public	ovary	carcinoma	Brenner_tumor
1126	SNU869	ccle;public	biliary_tract	carcinoma	
1127	SNU878	ccle;public	liver	carcinoma	hepatocellular_carcinoma
1128	SNU886	ccle;public	liver	carcinoma	hepatocellular_carcinoma
1129	SNU899	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1130	SNUC1	ccle;public	large_intestine	carcinoma	adenocarcinoma
1131	SNUC2A	ccle;public	large_intestine	carcinoma	adenocarcinoma
1133	SNUC4	ccle;public	large_intestine	carcinoma	adenocarcinoma
1134	SNUC5	ccle;public	large_intestine	carcinoma	adenocarcinoma
1135	SQ1	ccle;public	lung	carcinoma	squamous_cell_carcinoma
1136	SR786	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
1137	ST486	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
1138	SU8686	ccle;public	pancreas	carcinoma	ductal_carcinoma
1139	SUDHL1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
1140	SUDHL10	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
1141	SUDHL4	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
1142	SUDHL5	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
1143	SUDHL6	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
1144	SUDHL8	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
1145	SUIT2	ccle;public	pancreas	carcinoma	ductal_carcinoma
1146	SUPB15	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
1147	SUPHD1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
1148	SUPM2	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
1149	SUPT1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
1150	SUPT11	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	peripheral_T_cell_lymphoma_unspecified
1151	SW1088	ccle;public	central_nervous_system	glioma	
1152	SW1116	ccle;public	large_intestine	carcinoma	adenocarcinoma
1153	SW1271	ccle;public	lung	carcinoma	small_cell_carcinoma
1154	SW1353	ccle;public	bone	chondrosarcoma	
1155	SW1417	ccle;public	large_intestine	carcinoma	adenocarcinoma
1156	SW1463	ccle;public	large_intestine	carcinoma	adenocarcinoma
1157	SW1573	ccle;public	lung	carcinoma	squamous_cell_carcinoma
1158	SW1710	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
1159	SW1783	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_III
1160	SW1990	ccle;public	pancreas	carcinoma	ductal_carcinoma
1161	SW403	ccle;public	large_intestine	carcinoma	adenocarcinoma
1162	SW48	ccle;public	large_intestine	carcinoma	adenocarcinoma
1163	SW480	ccle	large_intestine	carcinoma	adenocarcinoma
1165	SW579	ccle;public	thyroid	carcinoma	anaplastic_carcinoma
1166	SW620	ccle;public	large_intestine	carcinoma	adenocarcinoma
1167	SW780	ccle	urinary_tract	carcinoma	transitional_cell_carcinoma
1168	SW837	ccle;public	large_intestine	carcinoma	adenocarcinoma
1169	SW900	ccle	lung	carcinoma	squamous_cell_carcinoma
1170	SW948	ccle;public	large_intestine	carcinoma	adenocarcinoma
1171	T173	ccle	bone	osteosarcoma	
1172	T24	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
1173	T3M10	ccle;public	lung	carcinoma	large_cell_carcinoma
1174	T3M4	ccle	pancreas	carcinoma	ductal_carcinoma
1175	T47D	ccle;public	breast	carcinoma	ductal_carcinoma
1176	T84	ccle;public	large_intestine	carcinoma	adenocarcinoma
1177	T98G	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
1178	TALL1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
1179	TC32	ccle	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
1180	TC71	ccle;public	bone	Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor	
1182	TCCPAN2	ccle;public	pancreas	carcinoma	
1183	TCCSUP	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
1184	TE1	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1185	TE10	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1186	TE11	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1187	TE125T	ccle;public	soft_tissue	rhabdomyosarcoma	
1188	TE14	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1189	TE15	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1190	TE159T	ccle	soft_tissue	rhabdomyosarcoma	
1191	TE4	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1192	TE441T	ccle;public	soft_tissue	rhabdomyosarcoma	
1193	TE5	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1194	TE6	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1195	TE617T	ccle;public	soft_tissue	rhabdomyosarcoma	
1196	TE8	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1197	TE9	ccle;public	oesophagus	carcinoma	squamous_cell_carcinoma
1198	TEN	ccle	endometrium	carcinoma	clear_cell_carcinoma
1199	TF1	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
1200	TGBC11TKB	ccle	stomach	carcinoma	
1201	THP1	ccle;public	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
1202	TIG3TD	ccle	lung		immortalized_embryonic_fibroblast
1204	TM31	ccle;public	central_nervous_system	glioma	astrocytoma
1205	TO175T	ccle	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
1206	TOLEDO	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
1208	TOV112D	ccle;public	ovary	carcinoma	endometrioid_carcinoma
1209	TOV21G	ccle;public	ovary	carcinoma	clear_cell_carcinoma
1210	TT2609C02	ccle;public	thyroid	carcinoma	follicular_carcinoma
1211	TTOESOPHAGUS	ccle	oesophagus	carcinoma	squamous_cell_carcinoma
1212	TTTHYROID	ccle;public	thyroid	carcinoma	medullary_carcinoma
1213	TUHR10TKB	ccle;public	kidney	carcinoma	
1214	TUHR14TKB	ccle;public	kidney	carcinoma	
1216	TUHR4TKB	ccle;public	kidney	carcinoma	
1217	TYKNU	ccle;public	ovary	carcinoma	undifferentiated_carcinoma
1218	U118MG	ccle;public	central_nervous_system	glioma	astrocytoma
1220	U138MG	ccle	central_nervous_system	glioma	astrocytoma
1221	U178	ccle	central_nervous_system	glioma	astrocytoma_Grade_IV
1223	U251MG	ccle;public	central_nervous_system	glioma	astrocytoma
1225	U266B1	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
1226	U2OS	ccle;public	bone	osteosarcoma	
1227	U343	ccle	central_nervous_system	glioma	astrocytoma_Grade_IV
1230	U87MG	ccle;public	central_nervous_system	glioma	astrocytoma
1231	U937	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
1232	UACC257	ccle;public	skin	malignant_melanoma	
1233	UACC62	ccle;public	skin	malignant_melanoma	
1234	UACC812	ccle;public	breast	carcinoma	ductal_carcinoma
1235	UACC893	ccle	breast	carcinoma	ductal_carcinoma
1236	UBLC1	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
1239	UMRC2	ccle	kidney	carcinoma	clear_cell_renal_cell_carcinoma
1240	UMRC6	ccle	kidney	carcinoma	renal_cell_carcinoma
1243	UMUC1	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
1244	UMUC3	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
1245	UO31	public			
1246	UOK101	ccle	kidney	carcinoma	clear_cell_renal_cell_carcinoma
1247	UT7	ccle	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
1249	VCAP	ccle;public	prostate	carcinoma	adenocarcinoma
1250	VMCUB1	ccle;public	urinary_tract	carcinoma	transitional_cell_carcinoma
1251	VMRCLCD	ccle;public	lung	carcinoma	adenocarcinoma
1252	VMRCLCP	ccle	lung	carcinoma	squamous_cell_carcinoma
1253	VMRCRCW	ccle;public	kidney	carcinoma	
1254	VMRCRCZ	ccle;public	kidney	carcinoma	renal_cell_carcinoma
1255	WM115	ccle;public	skin	malignant_melanoma	
1256	WM1799	ccle;public	skin	malignant_melanoma	
1260	WM2664	ccle;public	skin	malignant_melanoma	
1270	WM793	ccle;public	skin	malignant_melanoma	
1271	WM88	ccle;public	skin	malignant_melanoma	
1273	WM983B	ccle;public	skin	malignant_melanoma	
1274	WSUDLCL2	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
1277	YAPC	ccle;public	pancreas	carcinoma	
1278	YD10B	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1279	YD15	ccle;public	salivary_gland	carcinoma	mucoepidermoid_carcinoma
1280	YD38	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1281	YD8	ccle;public	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
1282	YH13	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
1283	YKG1	ccle;public	central_nervous_system	glioma	astrocytoma_Grade_IV
1284	YMB1	ccle	breast	carcinoma	
1285	ZR751	ccle;public	breast	carcinoma	ductal_carcinoma
1286	ZR7530	ccle;public	breast	carcinoma	ductal_carcinoma
120597	BT498	collaborator			
127978	NCIH1395	ccle;public	lung	carcinoma	adenocarcinoma
127983	NCIH1666	ccle;public	lung	carcinoma	bronchioloalveolar_adenocarcinoma
127984	NCIH1755	ccle;public	lung	carcinoma	adenocarcinoma
127985	NCIH1975	ccle;public	lung	carcinoma	non_small_cell_carcinoma
127988	NCIH2087	ccle;public	lung	carcinoma	adenocarcinoma
127989	NCIH209	ccle;public	lung	carcinoma	small_cell_carcinoma
127990	NCIH2122	ccle;public	lung	carcinoma	adenocarcinoma
127991	NCIH23	ccle;public	lung	carcinoma	non_small_cell_carcinoma
127997	NCIH358	ccle;public	lung	carcinoma	bronchioloalveolar_adenocarcinoma
127999	NCIH441	ccle;public	lung	carcinoma	adenocarcinoma
128000	NCIH446	ccle;public	lung	carcinoma	small_cell_carcinoma
128001	NCIH460	ccle;public	lung	carcinoma	large_cell_carcinoma
128003	NCIH508	ccle;public	large_intestine	carcinoma	adenocarcinoma
128004	NCIH596	ccle;public	lung	carcinoma	mixed_adenosquamous_carcinoma
128005	NCIH661	ccle;public	lung	carcinoma	large_cell_carcinoma
128006	NCIH69	ccle;public	lung	carcinoma	small_cell_carcinoma
128013	NCIH929	ccle;public	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
134841	NCIN87	ccle;public	stomach	carcinoma	
135853	NIHOVCAR3	ccle	ovary	carcinoma	
150887	SW982	collaborator			
155285	NCIH28	ccle;public	pleura	mesothelioma	
155288	NCIH82	ccle	lung	carcinoma	small_cell_carcinoma
155292	NCIH146	ccle;public	lung	carcinoma	small_cell_carcinoma
155294	NCIH196	ccle;public	lung	carcinoma	small_cell_carcinoma
155295	NCIH211	ccle;public	lung	carcinoma	small_cell_carcinoma
155297	NCIH226	ccle;public	lung	carcinoma	squamous_cell_carcinoma
155305	NCIH322	ccle;public	lung	carcinoma	adenocarcinoma
155322	NCIH510	ccle;public	lung	carcinoma	small_cell_carcinoma
155324	NCIH520	ccle;public	lung	carcinoma	squamous_cell_carcinoma
155325	NCIH522	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155326	NCIH524	ccle;public	lung	carcinoma	small_cell_carcinoma
155327	NCIH526	ccle;public	lung	carcinoma	small_cell_carcinoma
155339	NCIH647	ccle;public	lung	carcinoma	mixed_adenosquamous_carcinoma
155340	NCIH650	ccle;public	lung	carcinoma	bronchioloalveolar_adenocarcinoma
155341	NCIH660	ccle;public	prostate	carcinoma	small_cell_carcinoma
155345	NCIH684	ccle	liver		hepatoblastoma
155348	NCIH716	ccle;public	large_intestine	carcinoma	adenocarcinoma
155352	NCIH727	ccle;public	lung	carcinoid_endocrine_tumor	
155356	NCIH747	ccle;public	large_intestine	carcinoma	adenocarcinoma
155362	NCIH810	ccle;public	lung	carcinoma	large_cell_carcinoma
155365	NCIH838	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155366	NCIH841	ccle;public	lung	carcinoma	small_cell_carcinoma
155368	NCIH854	ccle;public	lung	carcinoma	adenocarcinoma
155371	NCIH889	ccle;public	lung	carcinoma	small_cell_carcinoma
155380	NCIH1048	ccle	lung	carcinoma	small_cell_carcinoma
155385	NCIH1092	ccle;public	lung	carcinoma	small_cell_carcinoma
155387	NCIH1105	ccle;public	lung	carcinoma	small_cell_carcinoma
155388	NCIH1155	ccle;public	lung	carcinoma	large_cell_carcinoma
155390	NCIH1184	ccle;public	lung	carcinoma	small_cell_carcinoma
155395	NCIH1299	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155399	NCIH1339	ccle;public	lung	carcinoma	small_cell_carcinoma
155400	NCIH1341	ccle;public	lung	carcinoma	small_cell_carcinoma
155401	NCIH1355	ccle;public	lung	carcinoma	adenocarcinoma
155402	NCIH1373	ccle;public	lung	carcinoma	adenocarcinoma
155404	NCIH1385	ccle;public	lung	carcinoma	squamous_cell_carcinoma
155407	NCIH1435	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155408	NCIH1436	ccle	lung	carcinoma	small_cell_carcinoma
155409	NCIH1437	ccle	lung	carcinoma	adenocarcinoma
155421	NCIH1563	ccle;public	lung	carcinoma	adenocarcinoma
155422	NCIH1568	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155424	NCIH1573	ccle;public	lung	carcinoma	adenocarcinoma
155425	NCIH1581	ccle;public	lung	carcinoma	large_cell_carcinoma
155429	NCIH1618	ccle	lung	carcinoma	small_cell_carcinoma
155431	NCIH1623	ccle;public	lung	carcinoma	adenocarcinoma
155433	NCIH1648	ccle	lung	carcinoma	adenocarcinoma
155434	NCIH1650	ccle;public	lung	carcinoma	bronchioloalveolar_adenocarcinoma
155435	NCIH1651	ccle;public	lung	carcinoma	adenocarcinoma
155439	NCIH1693	ccle;public	lung	carcinoma	adenocarcinoma
155440	NCIH1694	ccle;public	lung	carcinoma	small_cell_carcinoma
155441	NCIH1703	ccle;public	lung	carcinoma	adenocarcinoma
155445	NCIH1734	ccle;public	lung	carcinoma	adenocarcinoma
155448	NCIH1781	ccle;public	lung	carcinoma	bronchioloalveolar_adenocarcinoma
155450	NCIH1792	ccle;public	lung	carcinoma	adenocarcinoma
155451	NCIH1793	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155454	NCIH1836	ccle	lung	carcinoma	small_cell_carcinoma
155455	NCIH1838	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155456	NCIH1869	ccle;public	lung	carcinoma	squamous_cell_carcinoma
155458	NCIH1876	ccle	lung	carcinoma	small_cell_carcinoma
155463	NCIH1915	ccle;public	lung	carcinoma	large_cell_carcinoma
155466	NCIH1930	ccle	lung	carcinoma	small_cell_carcinoma
155467	NCIH1944	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155469	NCIH1963	ccle	lung	carcinoma	small_cell_carcinoma
155476	NCIH2009	ccle;public	lung	carcinoma	adenocarcinoma
155477	NCIH2023	ccle;public	lung	carcinoma	adenocarcinoma
155479	NCIH2029	ccle;public	lung	carcinoma	small_cell_carcinoma
155480	NCIH2030	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155481	NCIH2052	ccle;public	pleura	mesothelioma	
155484	NCIH2066	ccle	lung	carcinoma	small_cell_carcinoma
155485	NCIH2073	ccle;public	lung	carcinoma	adenocarcinoma
155487	NCIH2081	ccle;public	lung	carcinoma	small_cell_carcinoma
155488	NCIH2085	ccle;public	lung	carcinoma	adenocarcinoma
155491	NCIH2106	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155493	NCIH2110	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155494	NCIH2126	ccle;public	lung	carcinoma	adenocarcinoma
155496	NCIH2141	ccle;public	lung	carcinoma	small_cell_carcinoma
155498	NCIH2170	ccle;public	lung	carcinoma	squamous_cell_carcinoma
155499	NCIH2171	ccle;public	lung	carcinoma	small_cell_carcinoma
155500	NCIH2172	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155502	NCIH2196	ccle;public	lung	carcinoma	small_cell_carcinoma
155504	NCIH2227	ccle	lung	carcinoma	small_cell_carcinoma
155505	NCIH2228	ccle;public	lung	carcinoma	adenocarcinoma
155510	NCIH2286	ccle;public	lung	carcinoma	small_cell_carcinoma
155511	NCIH2291	ccle;public	lung	carcinoma	adenocarcinoma
155513	NCIH2342	ccle;public	lung	carcinoma	adenocarcinoma
155514	NCIH2347	ccle	lung	carcinoma	adenocarcinoma
155518	NCIH2405	ccle;public	lung	carcinoma	adenocarcinoma
155519	NCIH2444	ccle;public	lung	carcinoma	non_small_cell_carcinoma
155520	NCIH2452	ccle;public	pleura	mesothelioma	
155524	NCIH3255	ccle	lung	carcinoma	adenocarcinoma
155803	BT232	collaborator			
155804	BT245	collaborator			
155805	BT271	collaborator			
155806	BT286	collaborator			
155807	BT320	collaborator			
155808	BT328	collaborator			
155809	BT330	collaborator			
155810	BT333	collaborator			
155811	BT340	collaborator			
155812	BT359	collaborator			
155813	BT416	collaborator			
155814	BT422	collaborator			
155815	BT428	collaborator			
155816	BT440	collaborator			
155817	BT444	collaborator			
155818	BT482	collaborator			
155819	BT504	collaborator			
155820	BT12	collaborator			
155821	BT16	collaborator			
155822	TM87-16	collaborator			
155823	2004	collaborator			
155824	TTC709	collaborator			
155825	ASKA	collaborator			
155826	YAMATO	collaborator			
155827	SYO1	collaborator			
155841	U-CH1	collaborator			
